Cavity #275      
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0702e9 	1168.3            	515860.	1   	0.                
   lr(2) =       	2.5532e9 	73473.            	6634.  	1   	0.                
   lr(3) =       	8.8403e9 	7062.4            	121940.	1   	0.                
   lr(4) =       	3.0753e9 	3750.3999999999996	67430. 	1   	0.                
   lr(5) =       	1.7032e9 	51342.            	1736.4 	1   	0.                
   lr(6) =       	1.7378e9 	45447.            	1859.3 	1   	0.                
   lr(7) =       	1.8706e9 	38498.            	1425.4 	1   	0.                
   lr(8) =       	1.8555e9 	26945.            	1485.  	1   	0.                
   lr(9) =       	1.8716e9 	41496.00000000001 	868.03 	1   	0.                
   lr(10) =      	1.8726e9 	40156.            	736.44 	1   	0.                
/                
