Cavity #166      
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5549e9 	76905.           	9460.3	1   	0.                
   lr(2) =       	3.0765e9 	3795.4           	55246.	1   	0.                
   lr(3) =       	1.704e9  	50837.           	1659.6	1   	0.                
   lr(4) =       	1.7379e9 	46608.           	1820.7	1   	0.                
   lr(5) =       	8.8456e9 	7362.6           	53708.	1   	0.                
   lr(6) =       	1.8709e9 	37741.           	1514.9	1   	0.                
   lr(7) =       	1.8557e9 	26807.           	1551.5	1   	0.                
   lr(8) =       	1.8718e9 	40688.00000000001	881.42	1   	0.                
   lr(9) =       	1.8727e9 	39228.           	739.44	1   	0.                
   lr(10) =      	4.676e9  	9769.8           	6671.7	1   	0.                
/                
