Cavity #105      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5519e9 	73441.    	6109.  	1   	0.                
   lr(2) =       	5.6037e9 	4487.7    	182120.	1   	0.                
   lr(3) =       	1.7036e9 	51444.    	1606.2 	1   	0.                
   lr(4) =       	3.0745e9 	3721.     	38953. 	1   	0.                
   lr(5) =       	1.7378e9 	43518.    	1878.4 	1   	0.                
   lr(6) =       	1.8698e9 	39980.    	1654.7 	1   	0.                
   lr(7) =       	1.8559e9 	26023.    	1581.9 	1   	0.                
   lr(8) =       	1.8708e9 	43637.    	803.5  	1   	0.                
   lr(9) =       	1.8716e9 	39047.    	580.92 	1   	0.                
   lr(10) =      	2.5424e9 	8944.5    	2945.2 	1   	0.                
/                
