Cavity #23       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0763e9 	4102.1           	258300.	1   	0.                
   lr(2) =       	2.5535e9 	75185.           	7207.1 	1   	0.                
   lr(3) =       	8.8337e9 	5841.1           	192400.	1   	0.                
   lr(4) =       	8.8337e9 	5723.700000000001	142980.	1   	0.                
   lr(5) =       	1.7036e9 	51182.99999999999	1604.7 	1   	0.                
   lr(6) =       	1.7377e9 	45079.           	1835.8 	1   	0.                
   lr(7) =       	1.8695e9 	38736.           	1698.6 	1   	0.                
   lr(8) =       	1.8561e9 	24865.           	1583.6 	1   	0.                
   lr(9) =       	1.8703e9 	42008.           	885.09 	1   	0.                
   lr(10) =      	1.8712e9 	37310.           	628.88 	1   	0.                
/                
