Cavity #300      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8345e9 	6713.5    	576280.	1   	0.                
   lr(2) =       	8.8345e9 	6585.9    	352280.	1   	0.                
   lr(3) =       	2.5514e9 	79542.    	6631.8 	1   	0.                
   lr(4) =       	8.8432e9 	6982.5    	145430.	1   	0.                
   lr(5) =       	1.7025e9 	51041.    	1663.9 	1   	0.                
   lr(6) =       	1.7373e9 	45343.    	1849.1 	1   	0.                
   lr(7) =       	1.87e9   	40109.    	1383.2 	1   	0.                
   lr(8) =       	1.8562e9 	25492.    	1494.6 	1   	0.                
   lr(9) =       	1.8712e9 	42828.    	845.8  	1   	0.                
   lr(10) =      	1.8721e9 	38876.    	628.97 	1   	0.                
/                
