Cavity #26       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5542e9 	80685.    	74799. 	1   	0.                
   lr(2) =       	3.0744e9 	3763.7    	121590.	1   	0.                
   lr(3) =       	3.0699e9 	1145.5    	284720.	1   	0.                
   lr(4) =       	8.8352e9 	6551.5    	128250.	1   	0.                
   lr(5) =       	1.7035e9 	51621.    	1669.7 	1   	0.                
   lr(6) =       	1.7373e9 	43697.    	1802.5 	1   	0.                
   lr(7) =       	1.8707e9 	39539.    	1487.6 	1   	0.                
   lr(8) =       	1.8547e9 	27667.    	1580.2 	1   	0.                
   lr(9) =       	1.8717e9 	42076.    	971.58 	1   	0.                
   lr(10) =      	1.8726e9 	38217.    	671.18 	1   	0.                
/                
