Cavity #27       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8335e9 	6845.7           	651470.	1   	0.                
   lr(2) =       	8.8335e9 	6712.900000000001	550140.	1   	0.                
   lr(3) =       	2.5513e9 	76829.           	6183.7 	1   	0.                
   lr(4) =       	3.0751e9 	3818.9           	56180. 	1   	0.                
   lr(5) =       	1.7037e9 	52187.           	1739.9 	1   	0.                
   lr(6) =       	1.7379e9 	43591.           	1791.8 	1   	0.                
   lr(7) =       	1.8701e9 	39332.           	1588.4 	1   	0.                
   lr(8) =       	1.8554e9 	26459.           	1576.1 	1   	0.                
   lr(9) =       	1.871e9  	42072.           	939.98 	1   	0.                
   lr(10) =      	1.8718e9 	39884.           	740.04 	1   	0.                
/                
