Cavity #90       
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5532e9 	77916.           	8760.1	1   	0.                
   lr(2) =       	1.7043e9 	51987.           	1705.6	1   	0.                
   lr(3) =       	1.7382e9 	44757.99999999999	1831.6	1   	0.                
   lr(4) =       	3.0751e9 	3757.8           	29155.	1   	0.                
   lr(5) =       	1.8705e9 	39958.           	1527.2	1   	0.                
   lr(6) =       	1.8556e9 	27113.           	1542.5	1   	0.                
   lr(7) =       	1.8716e9 	42432.           	930.34	1   	0.                
   lr(8) =       	1.8723e9 	39410.           	694.4 	1   	0.                
   lr(9) =       	1.7903e9 	9990.9           	922.08	1   	0.                
   lr(10) =      	1.6764e9 	10962.           	720.15	1   	0.                
/                
