Cavity #71       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5533e9 	76893.    	6277.7 	1   	0.                
   lr(2) =       	3.0771e9 	3756.3    	151320.	1   	0.                
   lr(3) =       	8.8371e9 	8220.6    	93055. 	1   	0.                
   lr(4) =       	8.8372e9 	7418.8    	86412. 	1   	0.                
   lr(5) =       	1.7048e9 	52339.    	1622.2 	1   	0.                
   lr(6) =       	1.7387e9 	43145.    	1778.7 	1   	0.                
   lr(7) =       	1.8701e9 	38250.    	1800.  	1   	0.                
   lr(8) =       	1.8556e9 	26417.    	1729.4 	1   	0.                
   lr(9) =       	1.8709e9 	41920.    	884.77 	1   	0.                
   lr(10) =      	1.8717e9 	38465.    	658.41 	1   	0.                
/                
