Cavity #252      
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8412e9 	6177.099999999999 	337110.	1   	0.                
   lr(2) =       	2.553e9  	79625.            	6375.  	1   	0.                
   lr(3) =       	3.0709e9 	1452.4            	416720.	1   	0.                
   lr(4) =       	3.0764e9 	3825.2000000000003	89538. 	1   	0.                
   lr(5) =       	1.7057e9 	52344.            	1748.4 	1   	0.                
   lr(6) =       	1.7392e9 	43677.            	1801.7 	1   	0.                
   lr(7) =       	1.8711e9 	39105.            	1611.3 	1   	0.                
   lr(8) =       	1.8559e9 	27290.            	1651.2 	1   	0.                
   lr(9) =       	1.8719e9 	42303.            	939.95 	1   	0.                
   lr(10) =      	1.8728e9 	39301.            	698.16 	1   	0.                
/                
