Cavity #305      
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5541e9 	78884.            	8406.3	1   	0.                
   lr(2) =       	3.077e9  	3767.7            	83985.	1   	0.                
   lr(3) =       	1.7061e9 	52645.            	1747.2	1   	0.                
   lr(4) =       	1.7392e9 	43554.00000000001 	1824.3	1   	0.                
   lr(5) =       	1.871e9  	38669.            	1661.6	1   	0.                
   lr(6) =       	1.8559e9 	27402.000000000004	1674.8	1   	0.                
   lr(7) =       	1.8719e9 	41620.            	940.9 	1   	0.                
   lr(8) =       	1.8727e9 	38690.            	703.16	1   	0.                
   lr(9) =       	1.7908e9 	10592.999999999998	919.29	1   	0.                
   lr(10) =      	1.6772e9 	11790.            	710.19	1   	0.                
/                
