Cavity #101      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0755e9 	3840.9    	369770.	1   	0.                
   lr(2) =       	2.5526e9 	77860.    	7710.  	1   	0.                
   lr(3) =       	5.6143e9 	5276.7    	165150.	1   	0.                
   lr(4) =       	8.8359e9 	6263.8    	74160. 	1   	0.                
   lr(5) =       	1.704e9  	51063.    	1596.9 	1   	0.                
   lr(6) =       	1.7367e9 	43702.    	1842.2 	1   	0.                
   lr(7) =       	1.8702e9 	38258.    	1657.8 	1   	0.                
   lr(8) =       	1.8555e9 	26818.    	1674.4 	1   	0.                
   lr(9) =       	1.8711e9 	41625.    	888.37 	1   	0.                
   lr(10) =      	1.872e9  	37385.    	626.43 	1   	0.                
/                
