Cavity #328      
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5504e9 	80244.    	7281.3	1   	0.                
   lr(2) =       	3.0738e9 	3887.5    	68025.	1   	0.                
   lr(3) =       	8.8384e9 	6112.7    	88875.	1   	0.                
   lr(4) =       	1.7369e9 	44282.    	1885. 	1   	0.                
   lr(5) =       	1.7022e9 	50751.    	1531.2	1   	0.                
   lr(6) =       	1.8698e9 	39676.    	1603.4	1   	0.                
   lr(7) =       	1.8554e9 	26094.    	1594.3	1   	0.                
   lr(8) =       	1.8708e9 	42848.    	821.72	1   	0.                
   lr(9) =       	1.8717e9 	37386.    	563.97	1   	0.                
   lr(10) =      	1.79e9   	10342.    	982.98	1   	0.                
/                
