Cavity #321      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5521e9 	80696.99999999999	8183.5 	1   	0.                
   lr(2) =       	3.0756e9 	4075.4           	166760.	1   	0.                
   lr(3) =       	8.8369e9 	6686.7           	113270.	1   	0.                
   lr(4) =       	8.8429e9 	8239.            	66574. 	1   	0.                
   lr(5) =       	1.7044e9 	51590.           	1592.9 	1   	0.                
   lr(6) =       	1.7387e9 	43660.           	1849.2 	1   	0.                
   lr(7) =       	1.8703e9 	39573.           	1686.4 	1   	0.                
   lr(8) =       	1.8563e9 	26404.           	1627.2 	1   	0.                
   lr(9) =       	1.8712e9 	43271.           	808.49 	1   	0.                
   lr(10) =      	1.8721e9 	39049.           	602.86 	1   	0.                
/                
