Cavity #114      
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0744e9 	4032.2999999999997	339170.	1   	0.                
   lr(2) =       	2.5514e9 	75215.            	7128.6 	1   	0.                
   lr(3) =       	1.7366e9 	43577.            	1829.3 	1   	0.                
   lr(4) =       	1.7033e9 	50085.            	1518.9 	1   	0.                
   lr(5) =       	1.8695e9 	39748.            	1700.5 	1   	0.                
   lr(6) =       	1.8551e9 	25556.            	1536.2 	1   	0.                
   lr(7) =       	1.8704e9 	43874.00000000001 	741.19 	1   	0.                
   lr(8) =       	1.8712e9 	40234.            	582.94 	1   	0.                
   lr(9) =       	2.5417e9 	8841.9            	2733.  	1   	0.                
   lr(10) =      	1.6773e9 	11215.            	680.66 	1   	0.                
/                
