Cavity #135      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5519e9 	72762.           	5819.7 	1   	0.                
   lr(2) =       	3.0743e9 	3773.4           	97599. 	1   	0.                
   lr(3) =       	5.6013e9 	4271.900000000001	118840.	1   	0.                
   lr(4) =       	1.7024e9 	51323.99999999999	1613.2 	1   	0.                
   lr(5) =       	1.7379e9 	44107.           	1893.  	1   	0.                
   lr(6) =       	1.87e9   	39538.           	1585.5 	1   	0.                
   lr(7) =       	1.8562e9 	25371.           	1643.8 	1   	0.                
   lr(8) =       	1.871e9  	42847.           	845.53 	1   	0.                
   lr(9) =       	2.5429e9 	11735.           	2737.8 	1   	0.                
   lr(10) =      	1.8719e9 	37826.           	593.37 	1   	0.                
/                
