Cavity #86       
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0634e9 	170.3     	8.2677e6	1   	0.                
   lr(2) =       	2.551e9  	75981.    	12292.  	1   	0.                
   lr(3) =       	1.7361e9 	43906.    	1863.   	1   	0.                
   lr(4) =       	1.703e9  	49728.    	1489.2  	1   	0.                
   lr(5) =       	3.0725e9 	3550.2    	33794.  	1   	0.                
   lr(6) =       	1.8703e9 	40315.    	1721.4  	1   	0.                
   lr(7) =       	1.8546e9 	27521.    	1630.7  	1   	0.                
   lr(8) =       	1.8714e9 	43759.    	817.9   	1   	0.                
   lr(9) =       	1.8721e9 	38945.    	563.04  	1   	0.                
   lr(10) =      	1.7905e9 	9452.9    	1041.7  	1   	0.                
/                
