Cavity #159      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.075e9  	3938.5           	1.1126e6	1   	0.                
   lr(2) =       	2.5506e9 	77460.           	9149.3  	1   	0.                
   lr(3) =       	1.704e9  	50798.           	1591.   	1   	0.                
   lr(4) =       	1.7367e9 	43371.00000000001	1808.9  	1   	0.                
   lr(5) =       	1.8705e9 	38973.           	1606.5  	1   	0.                
   lr(6) =       	1.8549e9 	27079.           	1572.2  	1   	0.                
   lr(7) =       	1.8714e9 	42887.00000000001	815.35  	1   	0.                
   lr(8) =       	4.6752e9 	10277.           	6513.   	1   	0.                
   lr(9) =       	1.8723e9 	40183.           	641.7   	1   	0.                
   lr(10) =      	4.6752e9 	11487.           	5252.   	1   	0.                
/                
