Cavity #81       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0729e9 	4050.9           	253360.	1   	0.                
   lr(2) =       	2.5493e9 	80164.00000000001	9241.4 	1   	0.                
   lr(3) =       	1.7026e9 	49911.           	1569.7 	1   	0.                
   lr(4) =       	1.736e9  	44064.           	1806.2 	1   	0.                
   lr(5) =       	1.8702e9 	40015.           	1533.9 	1   	0.                
   lr(6) =       	1.8545e9 	26255.           	1503.  	1   	0.                
   lr(7) =       	1.8711e9 	43436.           	825.56 	1   	0.                
   lr(8) =       	4.6729e9 	9550.5           	6689.4 	1   	0.                
   lr(9) =       	4.6728e9 	10368.           	6019.2 	1   	0.                
   lr(10) =      	1.8721e9 	39975.           	612.66 	1   	0.                
/                
