Cavity #288      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8364e9 	7777.1    	313170.	1   	0.                
   lr(2) =       	3.0758e9 	4018.     	207630.	1   	0.                
   lr(3) =       	2.5522e9 	78082.    	7699.2 	1   	0.                
   lr(4) =       	1.7042e9 	51916.    	1671.1 	1   	0.                
   lr(5) =       	8.8364e9 	7344.7    	55519. 	1   	0.                
   lr(6) =       	1.738e9  	43499.    	1814.4 	1   	0.                
   lr(7) =       	1.8698e9 	39977.    	1604.5 	1   	0.                
   lr(8) =       	1.8555e9 	26181.    	1532.1 	1   	0.                
   lr(9) =       	1.8709e9 	43103.    	845.35 	1   	0.                
   lr(10) =      	1.8716e9 	39845.    	661.53 	1   	0.                
/                
