Cavity #75       
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8323e9 	7390.5            	1.0551e6	1   	0.                
   lr(2) =       	8.8324e9 	7362.5            	355780. 	1   	0.                
   lr(3) =       	2.5501e9 	82773.            	6827.3  	1   	0.                
   lr(4) =       	3.0735e9 	3938.9999999999995	81638.  	1   	0.                
   lr(5) =       	1.7035e9 	51632.            	1637.2  	1   	0.                
   lr(6) =       	1.7385e9 	43297.            	1833.4  	1   	0.                
   lr(7) =       	1.8704e9 	40923.            	1557.   	1   	0.                
   lr(8) =       	1.8557e9 	26410.            	1640.   	1   	0.                
   lr(9) =       	1.8715e9 	44177.            	812.39  	1   	0.                
   lr(10) =      	1.8723e9 	39422.            	575.02  	1   	0.                
/                
