Cavity #315      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8345e9 	6516.4           	1.1407e6	1   	0.                
   lr(2) =       	8.8345e9 	6668.6           	731300. 	1   	0.                
   lr(3) =       	2.5524e9 	80032.           	5003.2  	1   	0.                
   lr(4) =       	3.0767e9 	3717.6           	64725.  	1   	0.                
   lr(5) =       	1.7056e9 	52431.           	1733.8  	1   	0.                
   lr(6) =       	1.74e9   	44021.           	1763.2  	1   	0.                
   lr(7) =       	1.8713e9 	39315.           	1521.9  	1   	0.                
   lr(8) =       	1.8568e9 	27185.           	1596.8  	1   	0.                
   lr(9) =       	1.8723e9 	42019.           	908.75  	1   	0.                
   lr(10) =      	1.8731e9 	40054.99999999999	741.86  	1   	0.                
/                
