Cavity #287      
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5551e9 	75536.           	11415.	1   	0.                
   lr(2) =       	3.0773e9 	3882.1           	91461.	1   	0.                
   lr(3) =       	1.7383e9 	46184.           	1854. 	1   	0.                
   lr(4) =       	1.7049e9 	50980.99999999999	1619.5	1   	0.                
   lr(5) =       	8.4529e9 	5769.2           	64193.	1   	0.                
   lr(6) =       	1.8708e9 	38063.           	1653.1	1   	0.                
   lr(7) =       	1.8562e9 	26038.           	1576.1	1   	0.                
   lr(8) =       	1.8717e9 	41792.           	790.61	1   	0.                
   lr(9) =       	1.8725e9 	39340.           	651.77	1   	0.                
   lr(10) =      	1.79e9   	10016.           	952.12	1   	0.                
/                
