Cavity #84       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5522e9 	79746.    	7983.6 	1   	0.                
   lr(2) =       	8.836e9  	7143.9    	292870.	1   	0.                
   lr(3) =       	3.0751e9 	4063.5    	118870.	1   	0.                
   lr(4) =       	8.836e9  	7145.4    	179840.	1   	0.                
   lr(5) =       	1.7038e9 	51758.    	1674.3 	1   	0.                
   lr(6) =       	1.7378e9 	43307.    	1834.6 	1   	0.                
   lr(7) =       	1.8695e9 	39453.    	1589.1 	1   	0.                
   lr(8) =       	1.8555e9 	25532.    	1530.4 	1   	0.                
   lr(9) =       	1.8705e9 	43361.    	736.26 	1   	0.                
   lr(10) =      	1.8714e9 	40574.    	602.38 	1   	0.                
/                
