Cavity #286      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5528e9 	79488.    	7764.4 	1   	0.                
   lr(2) =       	3.077e9  	3895.4    	178650.	1   	0.                
   lr(3) =       	1.7052e9 	51101.    	1588.9 	1   	0.                
   lr(4) =       	1.7382e9 	44886.    	1758.3 	1   	0.                
   lr(5) =       	1.8704e9 	38817.    	1758.3 	1   	0.                
   lr(6) =       	1.8561e9 	26311.    	1630.4 	1   	0.                
   lr(7) =       	1.8713e9 	42040.    	870.99 	1   	0.                
   lr(8) =       	1.8721e9 	39422.    	697.33 	1   	0.                
   lr(9) =       	1.7904e9 	10098.    	956.6  	1   	0.                
   lr(10) =      	1.6779e9 	11373.    	724.6  	1   	0.                
/                
