Cavity #13       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0776e9 	3909.3            	215800.	1   	0.                
   lr(2) =       	2.5543e9 	76514.            	7262.1 	1   	0.                
   lr(3) =       	1.7049e9 	52391.            	1659.9 	1   	0.                
   lr(4) =       	1.7393e9 	44309.            	1855.3 	1   	0.                
   lr(5) =       	1.87e9   	38048.            	1740.  	1   	0.                
   lr(6) =       	1.8562e9 	25566.            	1630.8 	1   	0.                
   lr(7) =       	1.8708e9 	41906.            	852.54 	1   	0.                
   lr(8) =       	1.8717e9 	38200.            	644.91 	1   	0.                
   lr(9) =       	1.7902e9 	10724.            	916.75 	1   	0.                
   lr(10) =      	1.678e9  	11279.999999999998	702.83 	1   	0.                
/                
