Cavity #260      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5541e9 	76832.    	9634.9 	1   	0.                
   lr(2) =       	3.0769e9 	3771.6    	112730.	1   	0.                
   lr(3) =       	1.7055e9 	51361.    	1579.2 	1   	0.                
   lr(4) =       	1.7379e9 	43765.    	1825.8 	1   	0.                
   lr(5) =       	1.8703e9 	38490.    	1845.5 	1   	0.                
   lr(6) =       	1.8554e9 	27054.    	1648.7 	1   	0.                
   lr(7) =       	1.8711e9 	42299.    	834.98 	1   	0.                
   lr(8) =       	1.8719e9 	38846.    	634.3  	1   	0.                
   lr(9) =       	1.7904e9 	10205.    	969.53 	1   	0.                
   lr(10) =      	1.6783e9 	11797.    	674.83 	1   	0.                
/                
