Cavity #271      
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5532e9 	78690.            	7723.2 	1   	0.                
   lr(2) =       	3.0709e9 	873.9399999999999 	337530.	1   	0.                
   lr(3) =       	3.0759e9 	3955.4            	55059. 	1   	0.                
   lr(4) =       	1.7039e9 	51299.            	1619.7 	1   	0.                
   lr(5) =       	1.7389e9 	45984.            	1840.4 	1   	0.                
   lr(6) =       	1.8704e9 	39663.            	1578.2 	1   	0.                
   lr(7) =       	1.8565e9 	25520.999999999996	1592.2 	1   	0.                
   lr(8) =       	1.8715e9 	42608.            	853.45 	1   	0.                
   lr(9) =       	1.8723e9 	38543.            	624.64 	1   	0.                
   lr(10) =      	1.7905e9 	9907.4            	972.74 	1   	0.                
/                
