Cavity #248      
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5527e9 	77810.           	8761.2	1   	0.                
   lr(2) =       	3.0758e9 	3865.            	56824.	1   	0.                
   lr(3) =       	1.7049e9 	50823.           	1611.9	1   	0.                
   lr(4) =       	1.7376e9 	44624.           	1837.4	1   	0.                
   lr(5) =       	1.8704e9 	38961.           	1678.1	1   	0.                
   lr(6) =       	1.856e9  	26406.           	1606.2	1   	0.                
   lr(7) =       	1.8713e9 	42714.99999999999	826.4 	1   	0.                
   lr(8) =       	1.8722e9 	39447.           	631.08	1   	0.                
   lr(9) =       	1.7903e9 	10053.           	973.7 	1   	0.                
   lr(10) =      	1.6774e9 	11202.           	666.38	1   	0.                
/                
