Cavity #164      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0749e9 	3964.8    	274150.	1   	0.                
   lr(2) =       	2.55e9   	82211.    	6338.7 	1   	0.                
   lr(3) =       	1.704e9  	51597.    	1631.4 	1   	0.                
   lr(4) =       	1.7378e9 	42900.    	1789.6 	1   	0.                
   lr(5) =       	8.8311e9 	7222.3    	50738. 	1   	0.                
   lr(6) =       	1.8701e9 	40167.    	1538.6 	1   	0.                
   lr(7) =       	1.8557e9 	25972.    	1538.9 	1   	0.                
   lr(8) =       	1.8712e9 	43238.    	875.51 	1   	0.                
   lr(9) =       	1.8721e9 	38790.    	619.27 	1   	0.                
   lr(10) =      	1.6765e9 	11877.    	708.48 	1   	0.                
/                
