Cavity #215      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5537e9 	76171.           	9792.9 	1   	0.                
   lr(2) =       	3.0759e9 	3738.1           	147710.	1   	0.                
   lr(3) =       	3.0712e9 	687.8            	564770.	1   	0.                
   lr(4) =       	1.7038e9 	51157.           	1675.6 	1   	0.                
   lr(5) =       	1.7372e9 	45467.00000000001	1885.8 	1   	0.                
   lr(6) =       	1.8705e9 	38129.           	1487.2 	1   	0.                
   lr(7) =       	1.8557e9 	26741.           	1521.9 	1   	0.                
   lr(8) =       	1.8716e9 	40697.           	922.29 	1   	0.                
   lr(9) =       	1.8725e9 	36939.           	662.76 	1   	0.                
   lr(10) =      	1.7896e9 	9818.9           	949.71 	1   	0.                
/                
