Cavity #56       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5516e9 	80106.           	7822.2 	1   	0.                
   lr(2) =       	3.0742e9 	4112.8           	107150.	1   	0.                
   lr(3) =       	8.8431e9 	8636.4           	84755. 	1   	0.                
   lr(4) =       	8.8431e9 	8560.1           	71565. 	1   	0.                
   lr(5) =       	1.7374e9 	45401.99999999999	1935.9 	1   	0.                
   lr(6) =       	1.7019e9 	50809.           	1636.  	1   	0.                
   lr(7) =       	1.87e9   	38884.           	1463.  	1   	0.                
   lr(8) =       	1.856e9  	25618.           	1496.  	1   	0.                
   lr(9) =       	1.8709e9 	42129.           	826.45 	1   	0.                
   lr(10) =      	1.872e9  	38197.           	622.46 	1   	0.                
/                
