Cavity #44       
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8342e9 	7578.3            	1.2852e6	1   	0.                
   lr(2) =       	8.8342e9 	7919.000000000001 	342400. 	1   	0.                
   lr(3) =       	3.0767e9 	3732.3            	195750. 	1   	0.                
   lr(4) =       	2.5523e9 	78907.            	5737.3  	1   	0.                
   lr(5) =       	1.7032e9 	52122.            	1749.9  	1   	0.                
   lr(6) =       	1.7381e9 	44683.            	1814.6  	1   	0.                
   lr(7) =       	1.8703e9 	37051.            	1492.   	1   	0.                
   lr(8) =       	1.8559e9 	26251.000000000004	1544.8  	1   	0.                
   lr(9) =       	1.8712e9 	39617.            	907.68  	1   	0.                
   lr(10) =      	1.8721e9 	38347.            	791.72  	1   	0.                
/                
