Cavity #59       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5506e9 	78595.           	8669.3 	1   	0.                
   lr(2) =       	5.6077e9 	4141.599999999999	155030.	1   	0.                
   lr(3) =       	3.0743e9 	3876.            	76037. 	1   	0.                
   lr(4) =       	8.8325e9 	7961.8           	54107. 	1   	0.                
   lr(5) =       	1.7042e9 	51283.           	1618.3 	1   	0.                
   lr(6) =       	1.7369e9 	42874.           	1793.7 	1   	0.                
   lr(7) =       	1.8701e9 	40358.           	1527.1 	1   	0.                
   lr(8) =       	1.855e9  	26938.           	1503.7 	1   	0.                
   lr(9) =       	1.8713e9 	43110.           	909.01 	1   	0.                
   lr(10) =      	1.872e9  	38695.           	634.03 	1   	0.                
/                
