Cavity #39       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5529e9 	77981.           	9279.3 	1   	0.                
   lr(2) =       	3.0758e9 	3866.1           	168900.	1   	0.                
   lr(3) =       	3.0708e9 	952.6600000000001	633630.	1   	0.                
   lr(4) =       	8.8413e9 	6634.400000000001	90328. 	1   	0.                
   lr(5) =       	1.7041e9 	50967.           	1706.2 	1   	0.                
   lr(6) =       	1.7377e9 	45618.           	1828.9 	1   	0.                
   lr(7) =       	1.8707e9 	38753.           	1405.4 	1   	0.                
   lr(8) =       	1.856e9  	26313.           	1468.2 	1   	0.                
   lr(9) =       	1.8717e9 	41909.           	850.76 	1   	0.                
   lr(10) =      	1.8727e9 	38907.           	671.54 	1   	0.                
/                
