Cavity #32       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5497e9 	79330.           	7081.4 	1   	0.                
   lr(2) =       	8.8372e9 	5343.5           	264880.	1   	0.                
   lr(3) =       	8.8315e9 	7621.599999999999	116220.	1   	0.                
   lr(4) =       	3.0739e9 	3858.2           	69800. 	1   	0.                
   lr(5) =       	1.7019e9 	50896.           	1647.8 	1   	0.                
   lr(6) =       	1.7365e9 	44965.           	1780.9 	1   	0.                
   lr(7) =       	1.87e9   	39448.           	1430.1 	1   	0.                
   lr(8) =       	1.8553e9 	26173.           	1517.1 	1   	0.                
   lr(9) =       	1.8711e9 	41998.           	896.23 	1   	0.                
   lr(10) =      	1.872e9  	39455.           	691.76 	1   	0.                
/                
