Cavity #82       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.076e9  	3849.4    	233230.	1   	0.                
   lr(2) =       	2.552e9  	77431.    	6354.  	1   	0.                
   lr(3) =       	1.7038e9 	52295.    	1661.8 	1   	0.                
   lr(4) =       	1.7382e9 	43098.    	1793.7 	1   	0.                
   lr(5) =       	1.8699e9 	38707.    	1718.6 	1   	0.                
   lr(6) =       	1.8555e9 	26197.    	1686.5 	1   	0.                
   lr(7) =       	1.8708e9 	41910.    	881.78 	1   	0.                
   lr(8) =       	1.8716e9 	38602.    	668.93 	1   	0.                
   lr(9) =       	1.7894e9 	10532.    	928.63 	1   	0.                
   lr(10) =      	1.6764e9 	11636.    	691.66 	1   	0.                
/                
