Cavity #41       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.076e9  	3555.     	159640.	1   	0.                
   lr(2) =       	2.5505e9 	80528.    	5065.  	1   	0.                
   lr(3) =       	5.6002e9 	2184.3    	382030.	1   	0.                
   lr(4) =       	5.6084e9 	5238.6    	105550.	1   	0.                
   lr(5) =       	1.7032e9 	52147.    	1653.6 	1   	0.                
   lr(6) =       	1.7382e9 	43513.    	1751.8 	1   	0.                
   lr(7) =       	1.8706e9 	38541.    	1610.2 	1   	0.                
   lr(8) =       	1.8554e9 	26926.    	1736.2 	1   	0.                
   lr(9) =       	1.8715e9 	40671.    	1054.6 	1   	0.                
   lr(10) =      	1.8723e9 	37440.    	736.05 	1   	0.                
/                
