Cavity #53       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5533e9 	77199.           	10716. 	1   	0.                
   lr(2) =       	8.839e9  	7412.5           	154910.	1   	0.                
   lr(3) =       	8.839e9  	7490.7           	122920.	1   	0.                
   lr(4) =       	3.0743e9 	3978.4           	54773. 	1   	0.                
   lr(5) =       	1.7372e9 	46339.           	1937.8 	1   	0.                
   lr(6) =       	1.7021e9 	50906.           	1727.5 	1   	0.                
   lr(7) =       	1.87e9   	39491.           	1325.3 	1   	0.                
   lr(8) =       	1.8559e9 	25495.           	1395.5 	1   	0.                
   lr(9) =       	1.8712e9 	42003.00000000001	831.69 	1   	0.                
   lr(10) =      	1.8722e9 	38758.           	652.03 	1   	0.                
/                
