Cavity #155      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5524e9 	76754.           	10759. 	1   	0.                
   lr(2) =       	8.8367e9 	6126.599999999999	152310.	1   	0.                
   lr(3) =       	8.8367e9 	6541.700000000001	80152. 	1   	0.                
   lr(4) =       	1.7369e9 	44750.           	1912.6 	1   	0.                
   lr(5) =       	1.7029e9 	50493.           	1605.9 	1   	0.                
   lr(6) =       	3.0734e9 	3873.            	37179. 	1   	0.                
   lr(7) =       	1.8698e9 	39824.           	1515.9 	1   	0.                
   lr(8) =       	1.8556e9 	26018.           	1473.2 	1   	0.                
   lr(9) =       	1.8709e9 	43545.99999999999	726.13 	1   	0.                
   lr(10) =      	1.8718e9 	39368.           	549.59 	1   	0.                
/                
