Cavity #267      
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0643e9 	122.75            	2.9523e7	1   	0.                
   lr(2) =       	3.0755e9 	4016.4            	314220. 	1   	0.                
   lr(3) =       	2.5514e9 	79142.            	6874.6  	1   	0.                
   lr(4) =       	8.8422e9 	5840.7            	143370. 	1   	0.                
   lr(5) =       	1.7033e9 	51748.            	1755.1  	1   	0.                
   lr(6) =       	1.7382e9 	45046.            	1829.1  	1   	0.                
   lr(7) =       	1.8704e9 	38046.            	1399.8  	1   	0.                
   lr(8) =       	1.8559e9 	25379.999999999996	1519.3  	1   	0.                
   lr(9) =       	1.8713e9 	41304.            	856.11  	1   	0.                
   lr(10) =      	1.8724e9 	39129.            	689.93  	1   	0.                
/                
