Cavity #146      
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8322e9 	7302.4    	1.2265e6	1   	0.                
   lr(2) =       	2.55e9   	80892.    	6686.   	1   	0.                
   lr(3) =       	3.0745e9 	3963.4    	73921.  	1   	0.                
   lr(4) =       	5.6068e9 	5228.     	53503.  	1   	0.                
   lr(5) =       	1.7028e9 	51057.    	1567.8  	1   	0.                
   lr(6) =       	1.7381e9 	44058.    	1811.6  	1   	0.                
   lr(7) =       	1.8702e9 	39757.    	1711.5  	1   	0.                
   lr(8) =       	1.8553e9 	26498.    	1637.5  	1   	0.                
   lr(9) =       	1.8711e9 	43101.    	876.24  	1   	0.                
   lr(10) =      	1.8719e9 	39745.    	654.21  	1   	0.                
/                
