Cavity #322      
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5528e9 	78443.    	7841.3	1   	0.                
   lr(2) =       	8.8341e9 	7219.5    	93320.	1   	0.                
   lr(3) =       	3.0753e9 	3876.1    	59741.	1   	0.                
   lr(4) =       	1.7045e9 	51337.    	1595. 	1   	0.                
   lr(5) =       	1.7374e9 	43281.    	1813.9	1   	0.                
   lr(6) =       	8.8436e9 	7537.2    	51891.	1   	0.                
   lr(7) =       	1.8704e9 	38869.    	1760.5	1   	0.                
   lr(8) =       	1.8553e9 	27225.    	1728.4	1   	0.                
   lr(9) =       	1.8713e9 	42354.    	847.97	1   	0.                
   lr(10) =      	1.8721e9 	39026.    	638.84	1   	0.                
/                
