Cavity #48       
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5532e9 	80678.           	7126.7	1   	0.                
   lr(2) =       	3.0762e9 	3907.9           	78582.	1   	0.                
   lr(3) =       	1.7044e9 	52233.           	1682.1	1   	0.                
   lr(4) =       	1.7394e9 	44837.99999999999	1844.6	1   	0.                
   lr(5) =       	8.8445e9 	5833.1           	70902.	1   	0.                
   lr(6) =       	1.8702e9 	39429.           	1597.2	1   	0.                
   lr(7) =       	1.8564e9 	25857.           	1589.8	1   	0.                
   lr(8) =       	1.8712e9 	42112.           	939.96	1   	0.                
   lr(9) =       	1.872e9  	37545.           	646.89	1   	0.                
   lr(10) =      	1.6772e9 	11096.           	705.25	1   	0.                
/                
