Cavity #123      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0735e9 	4149.8           	1.1199e6	1   	0.                
   lr(2) =       	8.831e9  	7848.4           	742280. 	1   	0.                
   lr(3) =       	2.5495e9 	80727.           	7293.4  	1   	0.                
   lr(4) =       	1.7024e9 	50833.00000000001	1600.7  	1   	0.                
   lr(5) =       	1.7366e9 	42751.           	1872.6  	1   	0.                
   lr(6) =       	1.8693e9 	39441.           	1549.7  	1   	0.                
   lr(7) =       	1.8551e9 	25049.           	1477.1  	1   	0.                
   lr(8) =       	1.8702e9 	43476.           	720.82  	1   	0.                
   lr(9) =       	4.674e9  	10077.           	7148.5  	1   	0.                
   lr(10) =      	1.8712e9 	39841.           	568.07  	1   	0.                
/                
