Cavity #253      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5535e9 	75621.    	9652.9 	1   	0.                
   lr(2) =       	3.0756e9 	3932.6    	122520.	1   	0.                
   lr(3) =       	1.7032e9 	50859.    	1635.7 	1   	0.                
   lr(4) =       	1.7373e9 	45782.    	1847.4 	1   	0.                
   lr(5) =       	1.8699e9 	38937.    	1543.1 	1   	0.                
   lr(6) =       	1.8555e9 	25869.    	1462.4 	1   	0.                
   lr(7) =       	1.8709e9 	42150.    	876.56 	1   	0.                
   lr(8) =       	1.8718e9 	38957.    	675.54 	1   	0.                
   lr(9) =       	1.7898e9 	9727.7    	916.09 	1   	0.                
   lr(10) =      	1.6762e9 	10404.    	725.04 	1   	0.                
/                
