Cavity #97       
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.552e9  	77830.            	8873.2	1   	0.                
   lr(2) =       	3.0741e9 	3912.6            	39119.	1   	0.                
   lr(3) =       	1.7373e9 	46101.            	1840.7	1   	0.                
   lr(4) =       	1.7028e9 	50220.            	1627.6	1   	0.                
   lr(5) =       	8.8357e9 	7533.3            	56029.	1   	0.                
   lr(6) =       	1.8701e9 	39721.            	1450. 	1   	0.                
   lr(7) =       	1.8559e9 	26067.999999999996	1400.8	1   	0.                
   lr(8) =       	1.8712e9 	42684.            	825.46	1   	0.                
   lr(9) =       	1.872e9  	39722.            	658.01	1   	0.                
   lr(10) =      	1.7903e9 	9559.5            	934.91	1   	0.                
/                
