Cavity #314      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.552e9  	76868.           	9349.4 	1   	0.                
   lr(2) =       	3.0749e9 	3940.4           	153260.	1   	0.                
   lr(3) =       	8.8283e9 	4953.9           	168530.	1   	0.                
   lr(4) =       	1.7037e9 	51335.           	1629.6 	1   	0.                
   lr(5) =       	1.7372e9 	43476.           	1858.4 	1   	0.                
   lr(6) =       	1.8706e9 	39530.           	1602.1 	1   	0.                
   lr(7) =       	1.8552e9 	27014.           	1618.4 	1   	0.                
   lr(8) =       	1.8715e9 	42585.           	921.48 	1   	0.                
   lr(9) =       	1.8725e9 	37694.           	618.86 	1   	0.                
   lr(10) =      	2.5384e9 	60496.99999999999	237.99 	1   	0.                
/                
