Cavity #15       
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5505e9 	79429.           	10161.	1   	0.                
   lr(2) =       	3.0743e9 	4039.3           	50217.	1   	0.                
   lr(3) =       	1.7043e9 	50984.           	1581.8	1   	0.                
   lr(4) =       	1.7375e9 	43413.00000000001	1796.2	1   	0.                
   lr(5) =       	1.8699e9 	41059.           	1688.7	1   	0.                
   lr(6) =       	1.8552e9 	26383.           	1512. 	1   	0.                
   lr(7) =       	1.8709e9 	44504.           	845.55	1   	0.                
   lr(8) =       	4.6765e9 	10290.           	6617. 	1   	0.                
   lr(9) =       	1.8717e9 	39738.           	601.16	1   	0.                
   lr(10) =      	1.6773e9 	11612.           	695.78	1   	0.                
/                
