Cavity #339      
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8353e9 	6262.799999999999 	507900.	1   	0.                
   lr(2) =       	2.5519e9 	80317.            	7344.9 	1   	0.                
   lr(3) =       	8.8353e9 	6364.6            	192320.	1   	0.                
   lr(4) =       	1.7035e9 	51312.            	1703.5 	1   	0.                
   lr(5) =       	1.7382e9 	45505.00000000001 	1859.8 	1   	0.                
   lr(6) =       	3.0747e9 	3940.1000000000004	34931. 	1   	0.                
   lr(7) =       	1.8705e9 	39538.            	1414.3 	1   	0.                
   lr(8) =       	1.8566e9 	25930.            	1496.9 	1   	0.                
   lr(9) =       	1.8717e9 	42343.            	801.73 	1   	0.                
   lr(10) =      	1.8725e9 	40037.            	659.46 	1   	0.                
/                
