Cavity #87       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8432e9 	6517.6    	771610.	1   	0.                
   lr(2) =       	8.8357e9 	7720.8    	572050.	1   	0.                
   lr(3) =       	8.8358e9 	8155.     	361880.	1   	0.                
   lr(4) =       	2.5516e9 	79878.    	7319.  	1   	0.                
   lr(5) =       	1.7385e9 	45409.    	1834.5 	1   	0.                
   lr(6) =       	1.7031e9 	50857.    	1526.  	1   	0.                
   lr(7) =       	1.8703e9 	38914.    	1702.6 	1   	0.                
   lr(8) =       	1.8563e9 	25863.    	1643.8 	1   	0.                
   lr(9) =       	1.8711e9 	42316.    	869.45 	1   	0.                
   lr(10) =      	1.872e9  	37913.    	623.82 	1   	0.                
/                
