Cavity #187      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0642e9 	111.43           	5.2855e7	1   	0.                
   lr(2) =       	2.552e9  	79081.           	6875.2  	1   	0.                
   lr(3) =       	8.8442e9 	4820.2           	135420. 	1   	0.                
   lr(4) =       	3.0746e9 	4008.6           	48337.  	1   	0.                
   lr(5) =       	1.7025e9 	51547.           	1735.1  	1   	0.                
   lr(6) =       	1.7384e9 	45521.           	1923.   	1   	0.                
   lr(7) =       	1.8701e9 	39205.           	1418.   	1   	0.                
   lr(8) =       	1.8567e9 	25071.           	1495.6  	1   	0.                
   lr(9) =       	1.8712e9 	42337.99999999999	771.1   	1   	0.                
   lr(10) =      	1.8721e9 	39930.           	644.08  	1   	0.                
/                
