Cavity #73       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5506e9 	78088.    	10066. 	1   	0.                
   lr(2) =       	3.0746e9 	4085.4    	186870.	1   	0.                
   lr(3) =       	8.8329e9 	5004.7    	141000.	1   	0.                
   lr(4) =       	1.7032e9 	50919.    	1567.6 	1   	0.                
   lr(5) =       	1.7368e9 	43296.    	1796.9 	1   	0.                
   lr(6) =       	1.8692e9 	40333.    	1715.2 	1   	0.                
   lr(7) =       	1.8547e9 	25820.    	1495.4 	1   	0.                
   lr(8) =       	1.8702e9 	44041.    	821.19 	1   	0.                
   lr(9) =       	1.871e9  	39334.    	593.92 	1   	0.                
   lr(10) =      	1.6765e9 	11634.    	697.98 	1   	0.                
/                
