Cavity #130      
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5514e9 	80376.99999999999 	8539. 	1   	0.                
   lr(2) =       	8.8382e9 	7490.099999999999 	99942.	1   	0.                
   lr(3) =       	3.0747e9 	3922.1            	57326.	1   	0.                
   lr(4) =       	1.7048e9 	51611.            	1648.3	1   	0.                
   lr(5) =       	1.738e9  	43458.            	1771.3	1   	0.                
   lr(6) =       	1.8707e9 	40759.            	1512.1	1   	0.                
   lr(7) =       	1.8553e9 	27208.            	1522.2	1   	0.                
   lr(8) =       	1.8718e9 	43323.            	938.  	1   	0.                
   lr(9) =       	1.8725e9 	39267.            	660.08	1   	0.                
   lr(10) =      	1.6769e9 	11682.999999999998	721.1 	1   	0.                
/                
