Cavity #171      
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5525e9 	74957.            	13143.	1   	0.                
   lr(2) =       	3.075e9  	3835.7000000000003	76941.	1   	0.                
   lr(3) =       	1.7363e9 	45996.            	1861.9	1   	0.                
   lr(4) =       	1.7024e9 	49795.            	1518.7	1   	0.                
   lr(5) =       	1.8695e9 	39563.            	1640.4	1   	0.                
   lr(6) =       	1.8552e9 	25787.            	1435.9	1   	0.                
   lr(7) =       	1.8704e9 	43139.            	836.6 	1   	0.                
   lr(8) =       	4.6767e9 	9592.9            	7191.3	1   	0.                
   lr(9) =       	1.8713e9 	38385.            	599.31	1   	0.                
   lr(10) =      	2.5111e9 	42922.            	111.01	1   	0.                
/                
