Cavity #93       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5535e9 	79339.    	5563.5 	1   	0.                
   lr(2) =       	3.078e9  	3719.2    	78351. 	1   	0.                
   lr(3) =       	3.0718e9 	1311.4    	175550.	1   	0.                
   lr(4) =       	1.7055e9 	51997.    	1772.1 	1   	0.                
   lr(5) =       	1.7393e9 	45446.    	1734.9 	1   	0.                
   lr(6) =       	1.8711e9 	37159.    	1498.6 	1   	0.                
   lr(7) =       	1.8719e9 	36828.    	1215.6 	1   	0.                
   lr(8) =       	1.8568e9 	26303.    	1591.8 	1   	0.                
   lr(9) =       	1.8728e9 	39960.    	820.46 	1   	0.                
   lr(10) =      	1.6764e9 	10926.    	799.48 	1   	0.                
/                
