Cavity #64       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5516e9 	77488.    	7326.6 	1   	0.                
   lr(2) =       	5.605e9  	4153.4    	239060.	1   	0.                
   lr(3) =       	3.0755e9 	3921.4    	49107. 	1   	0.                
   lr(4) =       	1.7032e9 	51952.    	1746.9 	1   	0.                
   lr(5) =       	1.7377e9 	44177.    	1774.9 	1   	0.                
   lr(6) =       	1.8697e9 	38860.    	1500.  	1   	0.                
   lr(7) =       	1.8559e9 	25310.    	1503.2 	1   	0.                
   lr(8) =       	1.8706e9 	41885.    	867.49 	1   	0.                
   lr(9) =       	1.8715e9 	39991.    	716.55 	1   	0.                
   lr(10) =      	1.675e9  	11004.    	765.1  	1   	0.                
/                
