Cavity #203      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0767e9 	3868.3    	385640.	1   	0.                
   lr(2) =       	2.5524e9 	76712.    	8734.2 	1   	0.                
   lr(3) =       	1.7041e9 	52089.    	1636.  	1   	0.                
   lr(4) =       	1.738e9  	44023.    	1814.1 	1   	0.                
   lr(5) =       	1.87e9   	38650.    	1764.8 	1   	0.                
   lr(6) =       	1.8552e9 	26762.    	1611.4 	1   	0.                
   lr(7) =       	1.8708e9 	41922.    	952.71 	1   	0.                
   lr(8) =       	1.8717e9 	38275.    	688.5  	1   	0.                
   lr(9) =       	1.7896e9 	9938.7    	935.56 	1   	0.                
   lr(10) =      	1.677e9  	11632.    	711.94 	1   	0.                
/                
