Cavity #113      
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5578e9 	76669.            	8930. 	1   	0.                
   lr(2) =       	1.7055e9 	52468.            	1832.4	1   	0.                
   lr(3) =       	1.7396e9 	46756.            	1872.6	1   	0.                
   lr(4) =       	3.0782e9 	3695.3            	36781.	1   	0.                
   lr(5) =       	1.8709e9 	36934.            	1471.4	1   	0.                
   lr(6) =       	1.8569e9 	26669.999999999996	1529.2	1   	0.                
   lr(7) =       	1.8717e9 	35999.            	1107.6	1   	0.                
   lr(8) =       	1.8727e9 	38459.            	821.47	1   	0.                
   lr(9) =       	1.7901e9 	10507.            	865.11	1   	0.                
   lr(10) =      	1.6766e9 	10142.            	796.1 	1   	0.                
/                
