Cavity #85       
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5551e9 	75084.           	10204.	1   	0.                
   lr(2) =       	3.0772e9 	3801.            	70545.	1   	0.                
   lr(3) =       	1.7044e9 	51778.00000000001	1774.1	1   	0.                
   lr(4) =       	1.7381e9 	46480.           	1844.9	1   	0.                
   lr(5) =       	1.8708e9 	37973.           	1470.6	1   	0.                
   lr(6) =       	1.856e9  	26787.           	1488. 	1   	0.                
   lr(7) =       	1.8717e9 	40634.           	914.38	1   	0.                
   lr(8) =       	1.8726e9 	39396.           	783.08	1   	0.                
   lr(9) =       	4.6779e9 	9558.3           	6542.2	1   	0.                
   lr(10) =      	1.6757e9 	10195.           	757.79	1   	0.                
/                
