Cavity #51       
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5539e9 	76659.            	10200.	1   	0.                
   lr(2) =       	5.6143e9 	4758.1            	72410.	1   	0.                
   lr(3) =       	1.7041e9 	50890.00000000001 	1637.5	1   	0.                
   lr(4) =       	3.0759e9 	3940.1000000000004	36836.	1   	0.                
   lr(5) =       	1.7379e9 	45705.            	1787.3	1   	0.                
   lr(6) =       	1.8705e9 	39201.            	1668.2	1   	0.                
   lr(7) =       	1.8554e9 	26825.            	1567.6	1   	0.                
   lr(8) =       	1.8712e9 	37332.            	1122.6	1   	0.                
   lr(9) =       	4.6751e9 	10936.999999999998	6695.1	1   	0.                
   lr(10) =      	1.8723e9 	41132.            	699.97	1   	0.                
/                
