Cavity #77       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8346e9 	6791.3            	263990.	1   	0.                
   lr(2) =       	8.8346e9 	6825.799999999999 	255730.	1   	0.                
   lr(3) =       	2.5518e9 	80229.            	5901.  	1   	0.                
   lr(4) =       	3.0766e9 	3740.7000000000003	79645. 	1   	0.                
   lr(5) =       	1.7053e9 	52293.            	1686.9 	1   	0.                
   lr(6) =       	1.7391e9 	43025.            	1739.9 	1   	0.                
   lr(7) =       	1.8708e9 	38273.            	1691.2 	1   	0.                
   lr(8) =       	1.856e9  	26778.            	1706.5 	1   	0.                
   lr(9) =       	1.8715e9 	37287.            	1190.3 	1   	0.                
   lr(10) =      	1.8724e9 	41067.            	735.45 	1   	0.                
/                
