Cavity #348      
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5511e9 	79543.           	7035.2	1   	0.                
   lr(2) =       	3.0758e9 	3852.4           	71606.	1   	0.                
   lr(3) =       	8.8346e9 	6550.599999999999	88098.	1   	0.                
   lr(4) =       	1.7049e9 	52380.00000000001	1712.6	1   	0.                
   lr(5) =       	5.6101e9 	4724.8           	61730.	1   	0.                
   lr(6) =       	1.7385e9 	43284.           	1786.5	1   	0.                
   lr(7) =       	1.8703e9 	40008.           	1605.9	1   	0.                
   lr(8) =       	1.8557e9 	26641.           	1578.2	1   	0.                
   lr(9) =       	1.8714e9 	42409.           	990.8 	1   	0.                
   lr(10) =      	1.8721e9 	38747.           	714.4 	1   	0.                
/                
