Cavity #157      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5514e9 	77886.           	9125.1 	1   	0.                
   lr(2) =       	5.607e9  	4959.8           	133220.	1   	0.                
   lr(3) =       	3.0739e9 	4038.9           	54281. 	1   	0.                
   lr(4) =       	1.7367e9 	43926.99999999999	1846.9 	1   	0.                
   lr(5) =       	1.7029e9 	50208.00000000001	1473.8 	1   	0.                
   lr(6) =       	1.8697e9 	39670.           	1813.  	1   	0.                
   lr(7) =       	1.8548e9 	26902.           	1576.  	1   	0.                
   lr(8) =       	1.8706e9 	43410.           	873.12 	1   	0.                
   lr(9) =       	1.8714e9 	37957.           	577.91 	1   	0.                
   lr(10) =      	1.7902e9 	10075.           	996.27 	1   	0.                
/                
